Action,PartNumber,Name,Description,IsActive,ItemStatus,SalesUnit,Authorization,PriceGroup,PLCM,Category,SF_Id
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP648-35D-S,KIP648-35D-S,"48"" Portrait Wall Kiosk - 3.5"" Deep Display",True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,01t6A000000at9iQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP649-35D,KIP649-35D,"49"" Portrait Wall Kiosk - 3.5"" Deep Display",True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,01t6A000000aqrhQAA
INSERT,KIP649-35D-RAL9007-DIV,KIP649-35D-RAL9007-DIV,"49"" Portrait Kiosk custom RAL9007",True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP649-35D-S,KIP649-35D-S,"49"" Portrait Wall Kiosk - 3.5"" Deep Display",True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,01t6A000000aqriQAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP655,KIP655,"Black 55"" Portrait On-Wall Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asdEQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP655-35D,KIP655-35D,"Black 55"" Portrait Wall Kiosk - 3.5"" Deep Display",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000aruAQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP655-35D-S,KIP655-35D-S,"Silver 55"" Portrait Wall Kiosk - 3.5"" Deep Display",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000aruBQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP655-EUK,KIP655-EUK,"55"" Portrait On-Wall Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asJGQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP655-NR,KIP655-NR,"55"" Portrait On-Wall Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asshQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP655-RAL7016,KIP655-RAL7016,"55"" Portrait On-Wall Kiosk",True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,01t6A000002hmklQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP655-RAL9007,KIP655-RAL9007,"55"" Portrait On-Wall Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000ataTQAQ
INSERT,KIP655-RAL9007-DIV,KIP655-RAL9007-DIV,55” Wall mount portrait kiosk with hex screws to lock maximum display depth 3.25”,True,No Purchases,EA,False,ET DD,Use Up,KIOSK,
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP655-S,KIP655-S,"Silver 55"" Portrait On-Wall Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asJEQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP655-S-EUK,KIP655-S-EUK,"55"" Portrait On-Wall Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asJFQAY
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",KIP655-W,KIP655-W,"55"" Portrait On-Wall Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t2K000006KEbNQAW
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP748-EUK,KIP748-EUK,"48"" Portrait In-Wall Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asJHQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP755-EUK,KIP755-EUK,"55"" Portrait In-Wall Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asJKQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIP755-S-EUK,KIP755-S-EUK,"55"" Portrait In-Wall Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asJLQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2540-AW,KIPC2540-AW,"40"" Curve Totem/Portrait Kiosk",True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,01t6A000002ZnKZQA0
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2540B-3-EUK,KIPC2540B-3-EUK,"40"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000arbhQAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2540B-AW,KIPC2540B-AW,"40"" Curve Totem/Portrait Back-to-Back Kiosk Artic White",True,Active,EA,False,ET DD,Active,KIOSK,01t2K000006NZziQAG
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2540B-EUK,KIPC2540B-EUK,"40"" Curve Totem/Portrait Back-to-Back Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000ashJQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2540B-S,KIPC2540B-S,"40"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,01t6A000000at2dQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2540B-S-3,KIPC2540B-S-3,"40"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,01t6A000000assmQAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2540B-S-3-EUK,KIPC2540B-S-3-EUK,"40"" Curved Totem/Portrait Back-Back Kiosk for 3"" deep displays",True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,01t6A000000asxMQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2540B-S-EUK,KIPC2540B-S-EUK,"40"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Purchases,EA,False,ET DD,Use Up,KIOSK,01t6A000000atDWQAY
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2540-EUK,KIPC2540-EUK,"40"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000arJEQAY
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2540-S-EUK,KIPC2540-S-EUK,"40"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asWUQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2542B-3,KIPC2542B-3,"42"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,01t6A000000assnQAA
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",KIPC2542B-3-EUK,KIPC2542B-3-EUK,"42"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays",True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,01t6A000000arbiQAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2542B-EUK,KIPC2542B-EUK,"42"" Curve Totem/Portrait Back-to-Back Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000atDKQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2542B-S-3-EUK,KIPC2542B-S-3-EUK,"42"" Curve Totem/Portrait Back-Back Kiosk for 3"" Displays - Silver",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000aqzeQAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2542B-S-EUK,KIPC2542B-S-EUK,"42"" Curve Totem/Portrait Back-to-Back Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000atDXQAY
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2542-EUK,KIPC2542-EUK,"42"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000arJFQAY
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2542-S-EUK,KIPC2542-S-EUK,"42"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asWVQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2543B-3-EUK,KIPC2543B-3-EUK,"43"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000aqzfQAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2543B-EUK,KIPC2543B-EUK,"43"" Curve Totem/Portrait Back-to-Back Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000atDLQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2543B-S-3-EUK,KIPC2543B-S-3-EUK,"43"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays - Silver",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asp5QAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2543B-S-EUK,KIPC2543B-S-EUK,"43"" Curve Totem/Portrait Back-to-Back Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000assYQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2543-EUK,KIPC2543-EUK,"43"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000arJGQAY
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2543-PC101300,KIPC2543-PC101300,Custom KIPC2543 in gray with anti reflective cover for American Dream (Diversified),True,Active,EA,False,ET DD,Active,KIOSK,01t2K000006RrGYQA0
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2543-S-EUK,KIPC2543-S-EUK,"43"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asWWQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2546B-3-EUK,KIPC2546B-3-EUK,"46"" Curve Totem/Portrait Back-to-Back Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asxOQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2546B-3-S-EUK,KIPC2546B-3-S-EUK,"46"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays - Silver",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asp7QAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2546B-EUK,KIPC2546B-EUK,"46"" Curve Totem/Portrait Back-to-Back Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000atDMQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2546B-S-3-EUK,KIPC2546B-S-3-EUK,"43"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays - Silver",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asxJQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2546B-S-EUK,KIPC2546B-S-EUK,"46"" Curve Totem/Portrait Back-to-Back Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000assSQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2546-EUK,KIPC2546-EUK,"46"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000arJHQAY
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2546-S-EUK,KIPC2546-S-EUK,"46"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asWXQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2547B-3-EUK,KIPC2547B-3-EUK,"47"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000asp8QAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2547B-3-S-EUK,KIPC2547B-3-S-EUK,"47"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays - Silver",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000aqvbQAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2547B-EUK,KIPC2547B-EUK,"47"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Request,EA,False,ET DD,Use Up,KIOSK,01t6A000000atDRQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2547B-S-3-EUK,KIPC2547B-S-3-EUK,"47"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays - Silver",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000ascjQAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2547B-S-EUK,KIPC2547B-S-EUK,"47"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Request,EA,False,ET DD,Use Up,KIOSK,01t6A000000assTQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2547-EUK,KIPC2547-EUK,"47"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asrTQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2547-S-EUK,KIPC2547-S-EUK,"47"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asWYQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2548B-3-EUK,KIPC2548B-3-EUK,"48"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000aqvcQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2548B-3-S-EUK,KIPC2548B-3-S-EUK,"48"" Curve Totem/Portrait Back-Back Kiosk for 3"" Displays - Silver",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000asgRQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2548B-EUK,KIPC2548B-EUK,"48"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Request,EA,False,ET DD,Use Up,KIOSK,01t6A000000atDSQAY
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",KIPC2548B-ORB,KIPC2548B-ORB,"48"" Curve Totem/Portrait Back-to-Back Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t2K000006KE1sQAG
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2548B-S-3-EUK,KIPC2548B-S-3-EUK,"48"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays - Silver",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000ashdQAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2548B-S-EUK,KIPC2548B-S-EUK,"48"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Request,EA,False,ET DD,Use Up,KIOSK,01t6A000000assUQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2548-EUK,KIPC2548-EUK,"48"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asPFQAY
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2548-S-EUK,KIPC2548-S-EUK,"48"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asWZQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2549B-3-EUK,KIPC2549B-3-EUK,"49"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000aqzgQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2549B-3-S-EUK,KIPC2549B-3-S-EUK,"49"" Curve Totem/Portrait Back-Back Kiosk for 3"" Displays - Silver",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000areBQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2549B-EUK,KIPC2549B-EUK,"49"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Request,EA,False,ET DD,Use Up,KIOSK,01t6A000000atDTQAY
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2549B-ORB,KIPC2549B-ORB,"49"" Curve Totem/Portrait Back-to-Back Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t2K000006KE1tQAG
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2549B-S-3-EUK,KIPC2549B-S-3-EUK,"49"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays - Silver",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000asclQAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2549B-S-EUK,KIPC2549B-S-EUK,"49"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Request,EA,False,ET DD,Use Up,KIOSK,01t6A000000assVQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2549-EUK,KIPC2549-EUK,"49"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asPGQAY
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2549-S-EUK,KIPC2549-S-EUK,"49"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asWaQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c)",KIPC2550B-3,KIPC2550B-3,"50"" Curve Totem/Portrait Back-to-Back Kiosk",False,Inactive,EA,False,KIOSK,,KIOSK,01t6A000000ar6YQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2550B-3-EUK,KIPC2550B-3-EUK,"50"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000asgSQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2550B-3-S-EUK,KIPC2550B-3-S-EUK,"50"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays - Silver",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000aqvdQAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2550B-EUK,KIPC2550B-EUK,"50"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Request,EA,False,ET DD,Use Up,KIOSK,01t6A000000atDUQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2550B-S-3-EUK,KIPC2550B-S-3-EUK,"50"" Curve Totem/Portrait Back-to-Back Kiosk for 3"" Displays - Silver",True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t6A000000asheQAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2550B-S-EUK,KIPC2550B-S-EUK,"50"" Curve Totem/Portrait Back-to-Back Kiosk",True,No Request,EA,False,ET DD,Use Up,KIOSK,01t6A000000assWQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2550-EUK,KIPC2550-EUK,"50"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asPHQAY
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",KIPC2550-S-EUK,KIPC2550-S-EUK,"50"" Curve Totem/Portrait Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000000asWbQAI
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2555,KIPC2555,"Black 55"" Curve Totem/Portrait Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000atRuQAI
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2555B,KIPC2555B,"Black 55"" Curve Totem/Portrait Back-to-Back Kiosk",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000asgZQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",KIPC2555B-3,KIPC2555B-3,"Black 55"" Curve Totem/Portrait Back-to-Back Kiosk-Deep Display",True,Active,EA,False,KIOSK,Active,KIOSK,01t6A000000aqrDQAQ
